Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
1030 SHEPPARD AV. WEST & Allen Rd.,1197,"1030 Sheppard Ave W, North York, ON M3H 6C1",2024-03-12 20:30:30,,,,,,,,,No,,Yes,,,,,,"1 Fully Furnished BEDROOM with lock & a Separate BATHROOM in a Shared 2 Bedrooms & 2 Bathrooms Condo Suite. All Utilities, Internet, Monthly Cleaning & Gym included in rent. Steps from TTC SHEPPARD AV. WEST (Subway & Bus) STATION. Only 3 short stops from York University & 2 short stops from Yorkdale Shopping Center. "" For 1 Person/Tenant Only "", No Smoking & No Pets allowed. Roof Top Walkway available Spring, Summer & Fall. Underground Parking Available at extra. Lease for 1 Year (shortest 8 Months considered). AVAILABLE NOW ! If you are serious the Last Month's Rent Required as a Deposit to hold the Room for you. 1st Month's Rent Required upon moving into suite.",780 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1030-sheppard-av-west-allen-rd/1685594732
Immediately Large room for rent male only ground floor.,780,"65 Bakerton Dr, Scarborough, ON M1J 2T3",2024-03-12 20:28:52,,,,,,,,,,,Yes,,,,,,"One bus ride to Centennial College (10 minutes), 10 minutes walk to Eglinton GO station, near to all amenities, in a quite residential area, ground floor apartment with separate entrance, furnished room is available for rent suitable for single professionals or student. Shared kitchen & 2 washrooms & dining. Free internet, laundry weekly & all Utilities. •No pets/no smoking/no alcohol/No party. •1st & last month’s deposit required. •Tenant must provide references & copy of valid ID with offer. •Tenant needs to keep apartment tidy & clean and should have mentality to share & respect privacy of others. (Cell#416-602-6909).",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/immediately-large-room-for-rent-male-only-ground-floor/1688032909
Spacious One Bedroom Basement with Private washroom and Kitchen,1700,"Scarborough, ON M1P 4J6",2024-03-12 20:27:50,Basement,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"April 1, 2024",No,550,Yes,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"This spacious walk out basement unit is 5 minutes walk from Scarborough Town Center and 10 minutes ride to Centennial college. All furnished .The backyard is facing Ellesmere Rd and 95 bus stop is just 1 minute from the house. Very friendly and safe neighborhood.
Please note Parking is NOT available.
we are looking for a working couple or two working ladies. Rent is $1700 plus utilities
if you are interested, pls text 647 607 6063",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-one-bedroom-basement-with-private-washroom-and-kitchen/1688032819
Spacious One Bedroom Basement with Private washroom and Kitchen,1700,"Scarborough, ON M1P 4J6",2024-03-12 20:27:26,Basement,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"April 1, 2024",No,550,Yes,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"This spacious walk out basement unit is 5 minutes walk from Scarborough Town Center and 10 minutes ride to Centennial college. All furnished .The backyard is facing Ellesmere Rd and 95 bus stop is just 1 minute from the house. Very friendly and safe neighborhood.
Please note Parking is NOT available.
we are looking for a working couple or two working ladies. Rent is $1700 plus utilities
if you are interested, pls text 647 607 6063",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-one-bedroom-basement-with-private-washroom-and-kitchen/1688032786
Yonge and Finch 1 Bedroom Studio Unit (No sharing) with Balcony,1950,"150 Finch Avenue West, North York, ON",2024-03-12 20:25:15,Condo,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,1 Year,"May 1, 2024",No,400,Yes,Yes,Balcony,No,"Laundry (In Unit), Fridge / Freezer",,"MOVE-IN DATE** MAY 1 2024 ** ONLY ACCEPTING CLEAN, ONE SINGLE TENANT** WE WILL NOT TOLERATE DIRTY TENANTS. ***",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-finch-1-bedroom-studio-unit-no-sharing-with-balcony/1688032586
Private room for rent,800,"Morrish Rd, Toronto, ON M1C",2024-03-12 20:25:00,,,,,,,,,,,Yes,,,,,,"1 private bedroom available in a house from April 1,2024.The rent is $800 including all utilities. First and last month’s rent required. 1 Parking spot available.
5 mins drive to centennial college and UofT. Bus stop is at 5 min walking distance. Please DM for further info.",10 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-rent/1688032558
"Room for Rent for 8 Linville Rd, Scarborough.",450,"Scarborough, ON M1R 2N9",2024-03-12 20:24:25,Basement,4,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,Month-to-month,"May 1, 2024",No,"1,500",Yes,Yes,Yard,No,Laundry (In Building),,"A spacious newly-renovated basement apartment is available located a walking distance from a TTC bus stop and surrounded by shopping centres, schools, and medical clinics.
The unit features 4 spacious bedrooms, a well-designed modern washroom, in-unit laundry, a newly-renovated kitchen, and ample storage spaces. Close to University of Toronto and Centennial College. Bus stop is at Bremerton & Linville Rd 2 minutes’ walk. Only one shared room will be available from May. 1st
Students are welcome.
The rent is set at $450 per room + 20% utilities.
Call (289)-716-0312 for more information.",18 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-for-8-linville-rd-scarborough/1688032503
Room in female house. Avail May 1. Shared Acc.,800,"North York, ON M2R 1L7",2024-03-12 20:22:20,,,,,,,,,Yes,,Yes,,,,,,"2nd Floor. furnished. Shared bathroom, kitchen, living room, 1/2 acre back yard. No Smokers. Students. Workers. Quiet house. 12 month term preferred. Pet Friendly to dogs only",4 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-in-female-house-avail-may-1-shared-acc/1688032329
Sharing Room for Rent - Pharmacy Ave,530,"Pharmacy Avenue, Scarborough, ON",2024-03-12 20:21:46,,,,,,,,,No,,Yes,,,,,,"Newly built and furnished Room for Rent
Location in Scarborough
Sharing Rooms include a large living room, 2 fridges, and one large main kitchen area
Many Stores and Shopping centers are close to location - within walking distance.",12 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/sharing-room-for-rent-pharmacy-ave/1688032279
Leasing Office and Design Studios: Lower Junction,750,"Toronto, ON M6R2B2",2024-03-12 20:21:12,,,,,,,,,,150,No,,,,,,!!! MARCH SPECIAL: FREE FIRST MONTH'S RENT!!!,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/leasing-office-and-design-studios:-lower-junction/1444582229
Gorgeous 1 bedroom apt steps to keelesdale subway station,1800,"Yore Rd, Toronto, M6M 1W6",2024-03-12 20:21:02,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Internet,1,1 Year,"April 1, 2024",No,400,No,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Bicycle Parking, Storage Space","Located in the Keelesdale neighbourhood, this is a boutique, 6 unit Toronto apartment building. Ideal for one or two professional working couple. Apts include two separate entrances front and back. Steps to the NEW Keelesdale subway station, minutes to Yorkdale Shopping mall, cafes, shops, restaurants, and easy access to the downtown core. New and reimagined design elements assure warm and welcoming spaces, maintained to the highest standard. Suite offerings at this location include 1 bedroom units. Apartments are fully renovated with careful attention to quality and detail. All units are equipped with a full range of high-end appliances and air conditioning, Complemented by superior fixtures and finishes.
Community Within close walking distance, you will conveniently find grocery stores, several bakeries, cafes, restaurants, and medical centres. This building is located on a quiet street, and has the convenience of Keelesdale Subway Station, within 2 minutes walking distance, as well as 24 hour busses running along Eglinton Avenue. There is also access to all major highways. If you are searching for parks, the Keelesdale Parks are just to the west where you can stroll along Black Creek and enjoy nature in the city.
*Available April 1st
*Apt is ideal for 1 or 2 working professionals
*Credit check and references a must
*No pets, No smoking
*Includes high speed internet
1 Parking spot
Heat and Water
*$1800/month plus Hydro
For further inquiries contact 4168764956 I don't respond to texts so kindly call the number",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/gorgeous-1-bedroom-apt-steps-to-keelesdale-subway-station/1688032229
Fully Furnished Executive Basement Rental in Leslieville!,2680,"Minto Street, Toronto, ON",2024-03-12 20:21:02,Basement,2 + Den,1,,Not Included,0,1 Year,"March 12, 2024",Limited,600,Yes,Yes,Yard,No,"Laundry (In Building), Fridge / Freezer",,"Fully furnished brand new basement
rental in Leslieville!",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-furnished-executive-basement-rental-in-leslieville/1688032230
Beutiful 3 bedroom MAIN FLOOR of house  Dufferin and Lawrence,3600,"Playfair Ave, Toronto, M6B 2P7",2024-03-12 20:20:49,Apartment,1,1,,Not Included,2,1 Year,"April 1, 2024",No,"1,500",No,Yes,YardBalcony,No,"Laundry (In Building), Fridge / Freezer","Bicycle Parking, Storage Space","This Newly renovated gorgeous Main Floor 3 bedroom home is situated in the Dufferin and Lawrence area, steps to Lawrence west subway station, schools, Yorkdale mall and all major highways and grocery stores.
*Available April 1st
*Suitable for family or mature students
*$3800 includes Heat Water Hydro and 2 parking spots.
For further details please call 4168764956",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beutiful-3-bedroom-main-floor-of-house-dufferin-and-lawrence/1688032210
Studio with Den / Bedroom All Inclusive in Bloor West Village,1975,"Maher Ave, Toronto, ON, M6P1R6",2024-03-12 20:20:21,Apartment,1,1,,Not Included,0,1 Year,"April 15, 2024",No,350,No,Yes,Not Included,Outdoors only,,,"Studio / One Bedroom Apartment in Bloor West Village
Suit Single Working Professional
All Inclusive
Walk-out to 10'x10' Deck
Central Air Conditioner
Utilities (Water, Heat, Hydro, Roger's Ignite Tv, Unlimited Internet) All Included
Close to Park and Shopping
Bus at the Door
Smoking Outside
No Pets
Available April 15th.",6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-with-den-bedroom-all-inclusive-in-bloor-west-village/1688032173
Davisville Village Apartments - 2 Bdrm available at 111 Davisvil,2975,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-12 20:57:45,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-2-bdrm-available-at-111-davisvil/1684053324
***** 1 MINUTE TO TTC SUBWAY: CLEAN ROOM (Danforth and Main),1075,"East York, ON M4C 4Y6",2024-03-07 17:29:17,,,,,,,,,,,Yes,,,,,,"We have a clean furnished room that includes internet, utilities and a coin laundry.",212 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-minute-to-ttc-subway:-clean-room-danforth-and-main/1687555418
A deal? Tech support for Furnished 1 bdrm bsmt apt,1750,"York, ON M6C 1J7",2024-03-06 23:21:18,Basement,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,0,Month-to-month,"March 31, 2024",Limited,500,Yes,Yes,Balcony,No,"Laundry (In Unit), Fridge / Freezer",,All furnished and equipped sunny private basement apartment has everything for 1 or 2 adults. Newly renovated with new appliances. Everything included. Rent is negotiable in exchange for tech support by an English speaker for a senior. Please phone to make a deal! 416-871-9704.,370 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-deal-tech-support-for-furnished-1-bdrm-bsmt-apt/1687492377
2 Bedroom 2 Bathroom | High-Rise Condo in Toronto for Rent,,"Village Green Square, Scarborough, ON",2024-03-10 18:45:50,Condo,2,2,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,1,1 Year,"April 1, 2024",No,"1,000",No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, Elevator in Building","Discover your next home in the prestigious Metrogate community - introducing the Ventus Condominium. The Ventus Condo boasts 2 spacious bedrooms and 2 modern bathrooms. With an exclusive underground parking spot, you'll never have to worry about finding space for your vehicle. Step out onto your balcony to enjoy the beautiful view of Toronto from the 27th floor.",65 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bathroom-high-rise-condo-in-toronto-for-rent/1687835721
York University Village Rooms(FEMALE ONLY DUE to shared areas),950,"North York, ON M3J 0A1",2024-02-28 20:04:37,,,,,,,,,No,,Yes,,,,,,"AVAILABLE from March, 2024, a 12-month lease is preferred.",395 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-village-rooms-female-only-due-to-shared-areas/1686755417
"$ 900 for Rent Eglinton/Martin Grove, 416-624-5844 ,",900,"Etobicoke, ON M9B 3G9",2024-03-06 14:21:59,,,,,,,,,No,,Yes,,,,,,900 incl 1 April 416-624-5844 parking,163 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/900-for-rent-eglinton-martin-grove-416-624-5844/1687440676
Studio with Den / Bedroom All Inclusive in Bloor West Village,1975,"Maher Ave, Toronto, ON, M6P1R6",2024-03-12 20:20:21,Apartment,1,1,,Not Included,0,1 Year,"April 15, 2024",No,350,No,Yes,Not Included,Outdoors only,,,"Studio / One Bedroom Apartment in Bloor West Village
Suit Single Working Professional
All Inclusive
Walk-out to 10'x10' Deck
Central Air Conditioner
Utilities (Water, Heat, Hydro, Roger's Ignite Tv, Unlimited Internet) All Included
Close to Park and Shopping
Bus at the Door
Smoking Outside
No Pets
Available April 15th.",6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-with-den-bedroom-all-inclusive-in-bloor-west-village/1688032173
"Chatsworth Apartments - 1 Bdrm available at 2928 Yonge Street, T",2295,"2928 Yonge Street, Toronto, ON, M4R 2K2",2024-03-12 20:19:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,680,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,1 Month Free Rent,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/chatsworth-apartments-1-bdrm-available-at-2928-yonge-street-t/1663969893
Lawrence and Yonge 5 min to Yonge Subway,999,"Toronto, North York, ON M5M 2B9",2024-03-12 20:18:34,,,,,,,,,No,,Yes,,,,,,"Traditional,3 Bedroom Semi Detached Lawrence Park Home, A Gorgeous Private Back Garden In Prime Lawrence Park .You Will Be Sharing With 2 Professionals (1 male 1 female) and 2 Cats. The bedroom is Largest in the house, Furnished with a Queen sized bed, wall closet, a Dresser and a desk. The House is Newly Painted ,With Wooden Floors New Bathroom. There's even a Fireplace, for those winter nights",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/lawrence-and-yonge-5-min-to-yonge-subway/1688032028
2 Bedroom 2 Bath for rent in Etobicoke | 1 Month FREE Rent,3099,"5249 Dundas Street West, Etobicoke, ON, M9B 1A5",2024-03-12 20:17:55,Apartment,2,2,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, Elevator in Building","Station Place is a prestige rental property located in Etobicoke, minutes away from Downtown Toronto. This building offers premium features such as white quartz countertops and stainless-steel appliances. Unbeatable amenities such as Concierge, Kids Craft Room, Dog Run/Dog Wash Station, Pool and many more! The suites offered at the apartment building are Studio, 1 & 2 bedroom, also 1 bedroom + den, & 2 bedroom + den. Station Place is conveniently located close to major highways, and walking distance to the TTC and GO Station. Let Station Place be your next destination stop for luxury living!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bath-for-rent-in-etobicoke-1-month-free-rent/1652042901
1 Bedroom + Den for rent in Etobicoke | 1 Month FREE Rent!,2499,"5249 Dundas Street West, Etobicoke, ON, M9B 1A5",2024-03-12 20:17:48,Apartment,1 + Den,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool","Station Place is a prestige rental property located in Etobicoke, minutes away from Downtown Toronto. This building offers premium features such as white quartz countertops and stainless-steel appliances. Unbeatable amenities such as Concierge, Kids Craft Room, Dog Run/Dog Wash Station, Pool and many more! The suites offered at the apartment building are Studio, 1 & 2 bedroom, also 1 bedroom + den, & 2 bedroom + den. Station Place is conveniently located close to major highways, and walking distance to the TTC and GO Station. Let Station Place be your next destination stop for luxury living!PROMOTION: Receive 1 month FREE rent !*Some conditions apply, please inquire for more details.*",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-for-rent-in-etobicoke-1-month-free-rent/1648336960
1 Bedroom Available near Eglinton Square shopping centre!,2325,"4 & 8 Rannock Street • 880 Pharmacy Avenue, Scarborough, ON, M1L 2N8",2024-03-12 20:17:43,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Rannock and Pharmacy apartments are located near the Victoria Park Avenue and Eglinton Avenue East intersection. 4 and 8 Rannock and 880 Pharmacy offers both 1 bedroom apartment and 2 bedroom apartment options for rent in a convenient Scarborough location. Rannock and Pharmacy Apartments provide easy access to the TTC, DVP, and Highway 401. The community is only a few minutes away from Eglinton Square shopping centre and other convenient shops.Looking for a future move-in date? Give us a call today to speak with one of our Customer Care Representatives to find out more!Suite offers:",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-near-eglinton-square-shopping-centre/1680546255
3 Bedroom Available | Call Now!,3299,"5 Dufresne Court, Toronto, ON, M3C 1B7",2024-03-12 20:16:59,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer","Gym, Pool","Located at 5 Dufresne Court, near the Don Mills Roadand Eglinton Ave East intersection, Dufresne Court Apartments has spacious floor plans that provide a comfortable living space for growing and mature families.Looking for a future move-in date? Give us a call today to speak with one of our Customer Care Representatives to find out more!Suite offers:",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-available-call-now/1687052879
1 Bedroom Available - Toronto | Call Now!,2449,"5 Dufresne Court, Toronto, ON, M3C 1B7",2024-03-12 20:16:55,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building","Located at 5 Dufresne Court in Toronto, near the Don Mills Road and Eglinton Avenue East intersection, Dufresne Court Apartments has 1 bedroom apartment, 2 bedroom apartment, and 3 bedroom apartment options for rent with parquet and ceramic floors. Dufresne's spacious floor plan provides comfortable living space for growing and mature families.Looking for a future move-in date? Give us a call today to speak with one of our Customer Care Representatives to find out more!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-toronto-call-now/1684434540
1 Bedroom Available | $1000 off FMR | East York!,2499,"6 Grandstand Place, Toronto, ON, M4H 1E4",2024-03-12 20:16:51,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Located at the heart of East York in Toronto, Blenheim Court Apartments has 1 bedroom apartment, 2 bedroom apartment, and 3 bedroom apartment options for rent with ample storage. Situated at 6 Grandstand Place, near the Thorncliffe Park Drive and Overlea Boulevard intersection, the building features suites with hardwood floors and large windows that provide ample lighting.PROMOTION: Receive $1000 off your first month of rent! *Some conditions apply, please inquire for more details.*",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-1000-off-fmr-east-york/1686629991
1 Bedroom - VP & Eglinton | Call Now!,2299,"1-7 Biggin Court, Scarborough, ON, M4A 1M1",2024-03-12 20:16:47,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"Biggin Court Apartments are located at 1, 2, 3, 5, & 7 Biggin Court in Scarborough, near the Victoria Park Avenue and Eglinton Avenue East. This ""Feel at Home"" community offers Studio, 1 and 2 bedroom apartment options with some newly renovated suites!Looking for a future move-in date? Give us a call today to speak with one of our Customer Care Representatives to find out more!Suite offers:",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-vp-eglinton-call-now/1648228361
Studio - VP & Eglinton | $500 Off FMR | Call Now!,1915,"1-7 Biggin Court, Scarborough, ON, M4A 1M1",2024-03-12 20:16:43,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"Biggin Court Apartments are located at 1, 2, 3, 5, & 7 Biggin Court in Scarborough, near the Victoria Park Avenue and Eglinton Avenue East. This ""Feel at Home"" community offers Studio, 1 and 2 bedroom apartment options with some newly renovated suites!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-vp-eglinton-500-off-fmr-call-now/1677742257
1 Bedroom Available | Thorncliffe Park & Overlea Blvd!,2599,"50 Thorncliffe Park, Toronto, ON, M4H 1J2",2024-03-12 20:16:39,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Thorncliffe Park Apartments are located at 50 Thorncliffe Park Drive, near the Thorncliffe Park Drive and Overlea Boulevard intersection. The apartment is highly accessible via TTC and private cars through the Don Valley Parkway.Looking for a future move-in date? Give us a call today to speak with one of our Customer Care Representatives to find out more!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-thorncliffe-park-overlea-blvd/1686629983
ONE BEDROOM+DEN(UNIVERSITY/DUNDAS)SUBWAY+12/F+600 SQ.FT.+MAY 1,2400,"Centre Avenue, Toronto, ON",2024-03-12 20:16:36,,,,,,,,,No,,No,,,,,,"MAY 1, 2024 occupancy
LOCATION! LOCATION! LOCATION!",4 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-bedroom-den-university-dundas-subway-12-f-600-sq-ft-may-1/1688031851
2 Bedroom Available  - Scarborough |  Call Now!,2749,"1631 Victoria Park Avenue, Scarborough, ON, M1R 1P2",2024-03-12 20:16:02,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Victoria Park Apartments is located at 1631 Victoria Park Ave in Scarborough, near the Lawrence Avenue East and Victoria Park Avenue intersection. Offering something for everyone with proximity to major shopping centres, grocery stores, parks, and restaurants.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-available-scarborough-call-now/1687052801
1 Bedroom Available in Scarborough | $250 Off FMR | Call Now!,2149,"1631 Victoria Park Avenue, Scarborough, ON, M1R 1P2",2024-03-12 20:15:57,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"Victoria Park Apartments is located at 1631 Victoria Park Ave in Scarborough, near the Lawrence Avenue East and Victoria Park Avenue intersection. Offering something for everyone with proximity to major shopping centres, grocery stores, parks, and restaurants.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-available-in-scarborough-250-off-fmr-call-now/1678658182
Chaplin Crescent Apartments - 1 Bdrm available at 321 Chaplin Cr,2295,"321 Chaplin Crescent, Toronto, ON, M5P 1B2",2024-03-12 20:15:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Month-to-month,,Yes,705,No,Yes,Balcony,No,,"Bicycle Parking, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/chaplin-crescent-apartments-1-bdrm-available-at-321-chaplin-cr/1670650233
High Park! Brand New Coach House For Lease!,2995,"Toronto, ON M6P 1K8",2024-03-12 20:15:30,House,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,550,No,Yes,Yard,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Price Refresh!
Now $2,995+uts (water included), monthly. Amazing!",36 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-brand-new-coach-house-for-lease/1687586070
Sharing Room For Rent - Centennial College,500,"Scarborough, ON M1B 4J9",2024-03-12 20:15:25,,,,,,,,,No,,Yes,,,,,,"Newly built and furnished Room for Rent
Location in Scarborough
Sharing Rooms include a large living room, 2 fridges, and one large main kitchen area
Many Stores and Shopping centers are close to location - within walking distance.",9 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/sharing-room-for-rent-centennial-college/1688031738
Private Room with Ensuite Bathroom,900,"Cook Rd, North York, ON M3J",2024-03-12 20:14:55,,,,,,,,,No,,Yes,,,,,,"Subletting a private room with an ensuite bathroom for $900, covering all utilities (hydro, gas, water, and internet). Only kitchen and living space w/ balcony are shared with two other roommates. For single person only, no couples.
I'll be moving out on March 31st, so the room is available for sublet during April. If you wish to extend your stay, please discuss with the landlord and sign a contract with them.",8 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/private-room-with-ensuite-bathroom/1688031686
Private Room in Single Family Home N of Eglinton W and Weston Rd,775,"York, ON M6M 5H5",2024-03-12 20:13:14,,,,,,,,,No,,Yes,,,,,,"Private room in a great large condo-townhouse, on second floor, shared with a family (husband wife, and 2 girls), there are two additional rooms rented by 2 female housemates.",5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-single-family-home-n-of-eglinton-w-and-weston-rd/1688031535
APRIL 1ST ROOM FOR RENT AT EGLINTON AND CALEDONIA,850,"Croham Rd, York, ON M6E",2024-03-12 20:12:00,,,,,,,,,No,,Yes,,,,,,"- MALE ONLY
- Rent is $850 Firm
- First and last month's rent required
- Room available in the SHARED BASEMENT
- bathroom and kitchen shared with 3 ROOMMATES
- SHARED CLEANING OF COMMON AREAS (HALLWAYS, BATHROOM/KITCHEN) WITH ROOMMATES
-STREET PARKING ONLY AVAILABLE
- ROOM FOR 1 ONLY
- Fully furnished room with a SINGLE bed, LED TV, computer desk with chair, side table with LED lamp, MINI FRIDGE WITH FREEZER, Mirror, and Wardrobe closet.
- Rent includes heat, hydro, AC, water, BELL SERVICE GIGABIT FIBE INTERNET WITH UNLIMITED DOWNLOAD
- Coin Laundry in house
- 8 - 10 mins by bus to Eglinton West subway station
- 25 mins by bus/subway to Union subway station
- Renovated HOUSE come and see to take a look for yourself
Restrictions:
- No couples/children
- No pets
- Reply with your name and a brief description of yourself
Thank you for looking",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/april-1st-room-for-rent-at-eglinton-and-caledonia/1688031420
2bdr basement apartment for monthly rent in Etobicoke,3200,"Etobicoke, ON M9R 3C7",2024-03-12 20:03:13,Basement,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,1,Month-to-month,"March 12, 2024",No,990,Yes,Yes,Yard,No,"Laundry (In Unit), Fridge / Freezer",,"The entire 2-bedroom apartment located on the lower level of a detached house, professionally cleaned and maintained. It has been designed and decorated to offer guests a luxury and comfort accommodation at a reasonable price. Easy to commute to and from: direct bus to Kipling subway station and then to the Toronto downtown. There are 2 parking spots on the private driveway plus free street parking. 1.5 Gbps internet, premium TV channels with Netflix.",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bdr-basement-apartment-for-monthly-rent-in-etobicoke/1688030604
