Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
3 Bedroom upper floor for rent in scarborough,,"Scarborough, ON M1H 2R7","March 10, 2024 1:30 PM",,,,,,"3-bedroom, 3-bathroom house for rent on a quiet street in a highly desirable and safe neighbourhood. walking distance to the bus stop. Location is near mccowan Rd Ellesmere rd, all amenities, and Close to the property. First and Last month's rent is required, and a reference check has required no pets and no smoking allowed.
For more info call me at 4167372520",14 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/3-bedroom-upper-floor-for-rent-in-scarborough/1687804884
"**Bayview / Shepperd ** All Inclusive, Fully Furnished Rooms**",,"North York, ON M2L 2S9","March 10, 2024 1:29 PM",,,,,,"*Newly renovated, All Inclusive ,fully furnished clean and bright, smoke free, pets free rooms for rent in prestigious neighborhood.
In Top School & French Immersion Districts!
Convenient To TTC and Go!
Close to Fairview Mall and Highway 401
IKEA, Canadian tire and Longos nearby.
*Non smokers only.
All utilities are included.
1: Hydro
2: Heat
3: A/C
4: High Speed Gigabit Fibe 1.5GB Internet
5: Cable is available
6: Free street parking
7: Fully Furnished rooms
8: Fully equipped open concept kitchen
9: Laundry on site
10:Short or long terms
11: Bathroom equipped with 20 stage water filtering system.
12: Double sink vanity.
13: Ten inches rain shower.
14: **Quality living at affordable cost.
Female only.
In-sharing $549
Private rooms $680",,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bayview-shepperd-all-inclusive-fully-furnished-rooms/1687804726
APT SHARING BOYS,,"Islington Avenue, Etobicoke, ON","March 10, 2024 1:26 PM",,,,,,"AVAILABLE SHARING APT ROOM FOR BOYS ONLY ONE BED SPACE AVAILABLE NOW. NEAR ISLINGTON AVENUE AND DIXON ROAD. RENT C$525/- INCLUSIVE. IF INTERESTED, SEND YOUR NO.",12 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/apt-sharing-boys/1687804516
,,,,,,,,,,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bayview-and-finch-basement-apartment/1687803939
Room for rent near Finch and hwy404,,"North York, ON M2J 4E7","March 10, 2024 1:17 PM",,,,,,"A room is available in a house on 1st March 2024. Private washroom , share the kitchen. One parking. Convenient transportation and shopping. a few minutes to bus stop #39,#939,#169,#24. Look for a quiet and friendly working professional person. No party, No drugs, No smoking ,No pets. $1000/monthly. Share utilities fee and Free internet. If you are interested in, please contact me only by phone: 4167046889",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-near-finch-and-hwy404/1687803810
Yonge Steeles MAIN FLOOR Bungalow Large Backyard Sunroom Deck,"$2,895Some Utilities Included","Thornhill, ON L3T","March 10, 2024 1:17 PM",Apartment,2 + Den,1,"Hydro, Heat, Water",Internet,"Yonge and Steeles
Bright and Spacious
Quiet and Safe
Main floor in Bungalow
Private Large 50"" x 50"" Backyard
Deck
Surrounded by Beautiful Parks
Internet included !
Currently available - ready to move in...
Max 2-3 people
Parking available
NO pets - Allergies
Long term available until June 30, 2025 with no increase in rent
* Please leave a contact number if serious to rent*",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-steeles-main-floor-bungalow-large-backyard-sunroom-deck/1687803806
"Tiny Furnished, Cozy Bedroom in Basement (Avail Immediately)",$897All Utilities Included,"Scarborough, ON M1M 2G5","March 10, 2024 1:15 PM",Basement,1,1,"Hydro, Heat, Water",Internet,"The basement suite is furnished, lovely, warm and has windows.",20 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tiny-furnished-cozy-bedroom-in-basement-avail-immediately/1687803733
"2635 William Jackson Dr, Pickering, ON L1X 0L4",$950All Utilities Included,"North York, ON M2M 4K2","March 10, 2024 1:15 PM",House,3,3,"Hydro, Heat, Water",Not Included,"Affordable One-Bedroom Share at 2635 William Jackson Drive, Pickering
Reach Out Directly: 416-918-3008
Discover the perfect blend of comfort, convenience, and affordability with this inviting one-bedroom opportunity in Pickering. Located at 2635 William Jackson Drive, this space is perfectly suited for students, young professionals, or anyone looking to enjoy the benefits of shared living in a friendly community.
Offer Highlights:
Monthly Rent: $950, offering great value in a sought-after location.
Accommodation: Private one-bedroom in a shared residence, ensuring personal space alongside communal living.
Location: Nestled in a vibrant neighborhood of Pickering, with easy access to local amenities, public transit, and green spaces.
Features & Benefits:
Comfortable Living Space: Enjoy the privacy of your bedroom alongside shared access to fully equipped kitchen, living areas, and bathroom.
Connectivity: Strategically located for easy commuting and access to downtown Pickering, shops, dining, and entertainment options.
Amenity-Rich Area: Close proximity to parks, recreational facilities, and all the conveniences needed for daily living.
Ideal Roommate:
Looking for a respectful, clean, and friendly individual who values a harmonious living environment. Whether you're a student, a young professional, or simply seeking a comfortable and affordable living arrangement in Pickering, you'll find this space perfectly suited to your needs.",13 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2635-william-jackson-dr-pickering-on-l1x-0l4/1687803706
Beautiful 2Bed/ 1 Bath Condo For Rent Downtown Cityplace,,"Toronto, ON M5V 4B3","March 10, 2024 1:15 PM",,,,,,"Beautiful 2Bed/ 1 Bath Condo For Rent Downtown Cityplace
** NOTE ITS 1500 WEEKLY**",48 visits,KKijiji User,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/beautiful-2bed-1-bath-condo-for-rent-downtown-cityplace/1687803685
"60 Normandy Cres, Richmond Hill, Ontario L4C 8L7","$3,500All Utilities Included","North York, ON M2M 4K2","March 10, 2024 1:14 PM",House,4,4,"Hydro, Heat, Water",Not Included,"Elegant 4-Bedroom Detached Home for Lease in Harding, Richmond Hill
Reach Out Directly: 416-918-3008
Nestled in the sought-after neighbourhood of Harding in Richmond Hill, this stunning detached home at 60 Normandy Cres offers an exceptional living experience. With a lease price of $3,500 monthly, this property provides a blend of luxury, comfort, and convenience, perfect for families and professionals alike.
Property Details:
Monthly Rent: $3,500
Address: 60 Normandy Cres, Richmond Hill, Ontario L4C 8L7
Lease Term: 1 Year, starting from March, 2024
Home Features:
Spacious Interior: Offering 2000-2500 sqft of living space with a bright and open-concept layout.
Bedrooms: 4 cozy bedrooms with laminate flooring, including a primary bedroom with a 5-piece ensuite and walk-in closet.
Bathrooms: 2 full washrooms on the second floor and a convenient powder room on the main floor.
Modern Kitchen: Features stainless steel appliances, ceramic flooring, and a family-sized kitchen with a walkout to the backyard.
Additional Comforts: Hardwood floors throughout the main level, a family room with a fireplace, and a walkout to the yard.
Location Highlights:
Educational Excellence: Steps away from Bayview Secondary High School, ensuring top-tier education for your children.
Convenience at Your Doorstep: Close to shops, groceries, and restaurants, providing all the necessities within easy reach.
Transportation: A short walk to the GO Station, making commuting a breeze for professionals.
Additional Perks:
Laundry Convenience: Ensuite laundry located on the second level for ease of use.
Outdoor Space: A fenced yard offering privacy and space for relaxation and entertainment.
Parking: Includes an attached 2-car garage and private driveway, totalling 3 parking spaces.
Included Amenities:
All essential appliances including a stainless steel fridge, stove, hood fan, built-in dishwasher, washer, and dryer.
This home is a perfect blend of luxury living and a convenient location, making it an ideal choice for those looking to rent in Richmond Hill. With its spacious rooms, modern amenities, and proximity to key services and transportation, 60 Normandy Cres stands out as a premier leasing opportunity.
Please don't hesitate to contact me at 416-918-3008 for more information or to arrange a viewing. Your dream home awaits.",14 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/60-normandy-cres-richmond-hill-ontario-l4c-8l7/1687803631
19 Foxchase Ave,Please ContactAll Utilities Included,"North York, ON M2M 4K2","March 10, 2024 1:14 PM",Apartment,2,2,"Hydro, Heat, Water",Not Included,"Elegant Townhouse for Lease in Vaughan's Desirable East Woodbridge
Location Perfection:",14 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/19-foxchase-ave/1687803622
Room for rent near Finch/Victoria Park,"$1,000No Utilities Included","North York, ON M2J 4E7","March 10, 2024 1:14 PM",House,1,1,,Internet,"A room is available in a house on 1st March 2024. Private washroom , share the kitchen. One parking. Convenient transportation and shopping. a few minutes to bus stop #39,#939,#169,#24. Look for a quiet and friendly working professional person. No party, No drugs, No smoking ,No pets. $1000/monthly. Share utilities fee and Free internet. If you are interested in, please contact me only by phone: 4167046889",25 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-near-finch-victoria-park/1687803600
83 Firwood Dr,"$3,500All Utilities Included","North York, ON M2M 4K2","March 10, 2024 1:13 PM",House,3,4,"Hydro, Heat, Water",Not Included,"Elegant 3-Bedroom Townhome in Westbrook, Richmond Hill
Reach Out Directly: 416-918-3008
This beautifully designed townhome at 83 Firwood Dr, Richmond Hill, Ontario, for $3,500, matching its listing price and demonstrating its exceptional value. Located in the highly sought-after Westbrook community, this property combines modern amenities with a welcoming atmosphere, making it an ideal home for those seeking quality living in a prime location.",7 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/83-firwood-dr/1687803518
Basement Apartment for Rent  Scarborough,,"Scarborough, ON M1H 2K9","March 10, 2024 1:13 PM",,,,,,"Basement Apartment for Rent Scarborough
Markham Rd & Brimorton Drive
(One traffic light south of Ellesmere Rd & Markham Rd)",16 visits,KKijiji User,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/basement-apartment-for-rent-scarborough/1687803487
MODERN 2 BEDROOM LOWER LEVEL IN GREAT AREA-$1395.00-JULY 1,"$1,395No Utilities Included","Regina, SK S4N 3S4","March 7, 2024 11:55 PM",House,2,1,,Not Included,"This New Modern 2 Bedroom Lower Level is located in a Great Area close to many amenities including the General Hospital, University, and Downtown. It would be perfect for those working/training at the General Hospital. AVAILABLE: JULY 1/24.
Rent:$1395.00 Utilities Extra: $300.00",56 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-on-2nd-floor-of-house-near-yonge-and-finch-subway/1687803455
Room for rent on main floor of house near Yonge and Finch subway,,"North York, ON M2M 1E3","March 10, 2024 1:11 PM",,,,,,"Room for rent on main floor of house near Yonge and Finch subway. $950 Laundry & utilities included. ""PHONE CALLS ONLY"" 416-229-6140 or 647- 518-9963 No e-mails, No Texts",24 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-on-main-floor-of-house-near-yonge-and-finch-subway/1687803339
Basement Apartment for Rent in Scarborough,,"Scarborough, ON M1H 2K9","March 10, 2024 1:10 PM",,,,,,"Basement Apartment for Rent in Scarborough
Markham Rd & Brimorton Drive
(One traffic light south of Ellesmere Rd & Markham Rd)",17 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-apartment-for-rent-in-scarborough/1687803327
Furnished bedroom in nice basement (Available March 11),$937All Utilities Included,"Scarborough, ON M1M 2G5","March 10, 2024 1:10 PM",Basement,1,1,"Hydro, Heat, Water",Not Included,"The basement suite is furnished, gorgeous, warm and bright.",17 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-bedroom-in-nice-basement-available-march-11/1687803311
*Discover your next home at Bathurst And Lawrence*,,"City of Toronto M6B2N5 ON, Canada","March 10, 2024 1:05 PM",,,,,,*Discover your next home at Bathurst And Lawrence*,3 visits,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/discover-your-next-home-at-bathurst-and-lawrence/1687801943
LUXURY CONDOS WITH GREAT AMENITIES FOR RENT,Please ContactNo Utilities Included,"Forest Manor Rd, Toronto, ON M2J","March 10, 2024 1:03 PM",Condo,1 + Den,1,,Not Included,"LUXURY CONDOS WITH GREAT AMENITIES FOR RENT.
Locations: NORTH YORK, VAUGHAN, RICHMOND HILL, MARKHAM, SCARBOROUGH, ETC
REQUIREMENTS;
FULL-TIME EMPLOYMENT , GOOD CREDIT SCORE( 700ISH), PAY STUBS
ESAN
RIGHT AT HOME REALTY",10 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condos-with-great-amenities-for-rent/1687802736
2 bed condo for rent downtown,"$2,600All Utilities Included","633 Bay Street, Toronto, ON","March 10, 2024 1:02 PM",Condo,2,1.5,"Hydro, Heat, Water",Not Included,"Move in date - ASAP
VIEWINGS - Message me to book the in person tour",25 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-condo-for-rent-downtown/1687802653
Private office space for 2 persons in Keele Street,,"9131 Keele Street, Toronto, ON, L4K 2N1","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-2-persons-in-keele-street/1589391662
Start building business presence with a virtual office,,"25 Ontario Street, Toronto, ON, M5A 3X5","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/start-building-business-presence-with-a-virtual-office/1606868748
Fully serviced private office space for you and your team,,"9131 Keele Street, Toronto, ON, L4K 2N1","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/fully-serviced-private-office-space-for-you-and-your-team/1589365821
Work from anywhere with a virtual office in SPACES BAY STREET,,"200 Bay St, 12th Floor, Toronto, ON, M5J 2T6","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/work-from-anywhere-with-a-virtual-office-in-spaces-bay-street/1606869857
Room for rent,,"York, ON M6N 2N7","March 8, 2024 4:17 PM",,,,,,"New renovated, very nice and clean, quiet , 2 minutes to bus stop , no pet, no smoking, all included, must see",404 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1683876122
LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,"$2,800No Utilities Included","York, ON M6M 1G9","March 7, 2024 10:26 PM",Basement,3,1,,Not Included,LARGE 3 BEDROOM BASEMENT APARTMENT - KEELE ST AND LAWRENCE AVE W,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-3-bedroom-basement-apartment-keele-st-and-lawrence-ave-w/1687583582
165 Jameson Ave - 165 Jameson Ave Apartment for Rent,"$2,019No Utilities Included","165 Jameson Ave, Toronto, ON, M6K 2Y5","February 11, 2024 12:08 AM",Apartment,Bachelor/Studio,1,,Not Included,"Welcome to 165 Jameson Avenue, located in trendy Parkdale near Liberty Village. Your new community is packed with specialty shops, great restaurants, bars, and boutiques. There are public schools, private schools, and Catholic schools nearby and the 501 streetcar and the 24 -hour Queen Street streetcar easily connects you to downtown Toronto in minutes. Enjoy easy access to the Gardiner Expressway if you prefer to commute by car. Your home is a short walk away from the fabulous galleries and nightlife of Queen West, the trendsetting shops of Liberty Village, and the impressive restaurants of Roncesvalles Village. The CNE, BMO Field and Allan Lamport Stadium are all near your new neighbourhood. When you need to recharge in nature, stroll on the waterfront trail along Lake Ontario to High Park – the largest park in the city.Your bright and modern rental apartment features sleek kitchens with subway tile and stainless steel appliances including a dishwasher. Relax after a long day, or get up early and watch the sunrise on your private balcony. Laundry facilities are located on-site and you'll never have to hunt for a parking space, or scrape ice off of your car, thanks to our underground parking area. Our friendly on-site management team will handle any maintenance issues, in the building or in your suite, quickly and professionally.Your new home at 165 Jameson Avenue offers you the comfort, convenience and style of city living at its best. Welcome to the next chapter of your story. Located in trendy Parkdale, near Liberty Village, your new neighbourhood is packed with chic and fun shops, bars, boutiques, specialty stores and excellent restaurants. Our property is conveniently located just a 10-second walk to the 24-hour Queen Street streetcar which will help you zip across town with ease. Commuting from here is hassle-free as we are minutes from the Gardiner Expressway and a mere 10-minute streetcar ride to the center of downtown Toronto. The fabulous galleries, shops and restaurants of Queen West are just five minutes away and you're only 10 minutes from the charming shops and restaurants of Roncesvalles Village. If you have children, you'll be pleased to learn that the area boasts private schools, public schools and Catholic schools, as well as many recreation facilities. Sports fans will love being close to BMO Field and Allan Lamport Stadium. You'll never be bored as the CNE, home to countless fun festivals, shows and events, is also only minutes away. There's a vibrant nightlife scene in the area with beloved Toronto landmarks like The Drake Hotel, Parts and Labour and The Gladstone located nearby. Nature lovers will appreciate that we are close to some of the city's best parks including High Park, Trinity Bellwoods, and the waterfront greenspaces of Marilyn Bell Park and Budapest Park.Building OverivewWelcome to 165 Jameson Avenue, located in trendy Parkdale near Liberty Village. Your new community is packed with specialty shops, great restaurants, bars, and boutiques. There are public schools, private schools, and Catholic schools nearby and the 501 streetcar and the 24 -hour Queen Street streetcar easily connects you to downtown Toronto in minutes. Enjoy easy access to the Gardiner Expressway if you prefer to commute by car. Your home is a short walk away from the fabulous galleries and nightlife of Queen West, the trendsetting shops of Liberty Village, and the impressive restaurants of Roncesvalles Village. The CNE, BMO Field and Allan Lamport Stadium are all near your new neighbourhood. When you need to recharge in nature, stroll on the waterfront trail along Lake Ontario to High Park – the largest park in the city.Your bright and modern rental apartment features sleek kitchens with subway tile and stainless steel appliances including a dishwasher. Relax after a long day, or get up early and watch the sunrise on your private balcony. Laundry facilities are located on-site and you'll never have to hunt for a parking space, or scrape ice off of your car, thanks to our underground parking area. Our friendly on-site management team will handle any maintenance issues, in the building or in your suite, quickly and professionally.Your new home at 165 Jameson Avenue offers you the comfort, convenience and style of city living at its best. Welcome to the next chapter of your story.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/165-jameson-ave-165-jameson-ave-apartment-for-rent/1682352944
Large Luxury 2-Bedroom Toronto Apartment - NEWLY RENOVATED,"$2,899Some Utilities Included","145 Marlee Avenue, Toronto, ON, M6B 3H3","March 4, 2024 7:19 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,"ASK ABOUT OUR MOVE-IN INCENTIVES!*Rosebury Square offers large spacious luxury apartments in the heart of city. Only a ten minute walk away from Eglinton West subway, Glencairn subway & the LRT. Six Minute drive to Yorkdale Mall! Enjoy living steps away from the onsite grocery store (Sobeys), pharmacy and daycare.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-luxury-2-bedroom-toronto-apartment-newly-renovated/1663970708
"17 Raglan - Raglan Gardens-1 Bedroom, 1 Bathroom Apartment for R","$2,200No Utilities Included","17 Raglan, Toronto, ON, M6C 2K8","March 5, 2024 2:21 PM",Apartment,1,1,,Not Included,"Welcome to Raglan Gardens, a luxury high rise apartment with suites available in the family friendly St. Clair West neighbourhood of Toronto.Our modernized bachelor, one, and two bedroom suites offer sleek comfortable spaces with attractive vinyl plank flooring throughout. All suites indulge both comfort and convenience with new stainless steel appliances including dishwashers and microwaves, beautiful bathrooms, and balconies offering residents a private outdoor space. Additionally, this impressive apartment building includes modern laundry facilities, new security & fob system,  and engaging community events.Steps from Bathurst Street, residents of Raglan Gardens are conveniently close to shopping, grocers, pharmacies, and an array of popular restaurants. Nature enthusiasts will love living close to several parks including Wells Hill Park and playground, and two ravines with trails and greenspace to explore. This Cedarvale location also offers residents a quick commute with bus, streetcar, and subway stops minutes away. Monitored Security CamerasOn-Site Professional ManagementParking AvailablePet FriendlyStorage lockers nullBuilding OverivewWelcome to Raglan Gardens, a luxury high rise apartment with suites available in the family friendly St. Clair West neighbourhood of Toronto.Our modernized bachelor, one, and two bedroom suites offer sleek comfortable spaces with attractive vinyl plank flooring throughout. All suites indulge both comfort and convenience with new stainless steel appliances including dishwashers and microwaves, beautiful bathrooms, and balconies offering residents a private outdoor space. Additionally, this impressive apartment building includes modern laundry facilities, new security & fob system,  and engaging community events.Steps from Bathurst Street, residents of Raglan Gardens are conveniently close to shopping, grocers, pharmacies, and an array of popular restaurants. Nature enthusiasts will love living close to several parks including Wells Hill Park and playground, and two ravines with trails and greenspace to explore. This Cedarvale location also offers residents a quick commute with bus, streetcar, and subway stops minutes away.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/17-raglan-raglan-gardens-1-bedroom-1-bathroom-apartment-for-r/1675567882
105 West Lodge - Studio Apartment in the Heart of Parkdale Apart,"$2,069No Utilities Included","105 West Lodge, Toronto, ON, M6K 2T8","March 10, 2024 9:37 PM",Apartment,Bachelor/Studio,1,,Not Included,Building Overivew,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/105-west-lodge-studio-apartment-in-the-heart-of-parkdale-apart/1678918599
All-inclusive access to coworking space in Brookfield Place,,"161 Bay Street TD Canada trust Tower, 27th Floor, Toronto, ON, M5J 2S1","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/all-inclusive-access-to-coworking-space-in-brookfield-place/1518887789
Book a reserved coworking spot or hot desk in Queen & Bay,,"401 Bay Street, 16th Floor, Toronto, ON, M5H 2Y4","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/book-a-reserved-coworking-spot-or-hot-desk-in-queen-bay/1523240220
Book a reserved coworking spot or hot desk in Yonge and Richmond,,"151 Yonge Street, 11th Floor, Toronto, ON, M5C 1W4","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/book-a-reserved-coworking-spot-or-hot-desk-in-yonge-and-richmond/1522784400
Fully serviced open plan office space for you and your team,,"401 Bay Street, 16th Floor, Toronto, ON, M5H 2Y4","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/fully-serviced-open-plan-office-space-for-you-and-your-team/1520767845
Access professional coworking space in Toronto Yorkville,,"1235 Bay Street, 5th and 7th Floors, Toronto, ON, M5R 3K4","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/access-professional-coworking-space-in-toronto-yorkville/1520767171
All-inclusive access to professional office space for 5 persons,,"161 Bay Street TD Canada trust Tower, 27th Floor, Toronto, ON, M5J 2S1","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/all-inclusive-access-to-professional-office-space-for-5-persons/1518887787
Private office space for 3 persons in Exchange Tower,,"130 King Street, Suite 1800, Toronto, ON, M5X 1E3","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-3-persons-in-exchange-tower/1523172292
Private office space for 3 persons in Waterpark Place,,"88 Queens Quay West, Suite 2500, Toronto, ON, M5J 0B9","March 10, 2024 1:01 PM",,,,,,,,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-3-persons-in-waterpark-place/1505801070
Golden Equity Property at 51 McMurchy Apartment,"$1,800No Utilities Included","51 McMurchy Ave North, Brampton, ON, L6X 1X7","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"Beautiful 1, 2 & 3-Bedroom Renovated Units, for rent. Situated in a quiet Residential Area, bright and clean apartment located in Brampton, ON L6X 1X7. Its close-by Chris Gibson parks, North Mill Parkette and Nanny McCredie Park, schools The Wonder Years Montessori, Glendale Public School, and Rowntree Montessori School, medical facilities, has easy access to public transit including GO Transit, close to the airport and is accessible to major highways. Nearby grocery stores are M&M Food Market, M & M Meat Market, One Stop Super Market, and FreshCo, coffee shops include T by Daniel, Dum Dum's Sports Bar, and Ice Cream Cafe.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-51-mcmurchy-apartment/1686924944
Golden Equity Properties at 15 Bater Avenue,"$1,800No Utilities Included","15 Bater Avenue, East York, ON, M4K 2C1","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"We are offering beautiful bachelor, 1 and 2-bedroom apartments fully renovated.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-15-bater-avenue/1505787058
Golden Equity Property at 2460-2500 Keele Street,"$1,699No Utilities Included","2460-2500 Keele, Toronto, ON, M6L 2N4","March 10, 2024 1:01 PM",Apartment,Bachelor/Studio,1,,Not Included,2460-2500 Keele Street (1 and 2 bedrooms),,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-2460-2500-keele-street/1505829405
"Golden Equity Properties at 514-516 Dawes Rd, Toronto East York","$1,800Some Utilities Included","514-516 Dawes Rd, Toronto, ON, M4B 2E9","March 10, 2024 1:01 PM",Apartment,3,1,"Hydro, Heat, Water",Not Included,"Golden Equity Properties at 514-516 Dawes Rd, Toronto (East York)",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-514-516-dawes-rd-toronto-east-york/1616340887
Golden Equity Properties at 99 Kennedy road North Apartment,"$1,800No Utilities Included","99 Kennedy Road North, Brampton, ON, L6V 1X7","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,99 Kennedy road North Apartment,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-99-kennedy-road-north-apartment/1686924918
Golden Equity Properties at 501 & 503 Balmoral Drive Apartment,"$1,800No Utilities Included","501 Balmoral Drive, Brampton, ON, L6T 1W2","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"Spacious 1 & 2-Bedroom Renovated Units, for rent at Prime Bramalea and Balmoral Drive Location Brampton.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-501-503-balmoral-drive-apartment/1505782801
"1760, 1770 & 1780 Wilson Ave","$1,800No Utilities Included","1770 Wilson Ave, Toronto, ON, M3L 1A9","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"Special promotion 2 Months Free! at 1760, 1770, and 1780 Wilson Avenue",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1760-1770-1780-wilson-ave/1505776100
Golden Equity Properties at 893 Kennedy Road,"$1,800No Utilities Included","893 Kennedy Road, Scarborough, ON, M1P 2L5","March 10, 2024 1:01 PM",Apartment,3,1,,Not Included,"1, 2 and 3-bedroom fully renovated apartments.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-893-kennedy-road/1626538180
1475 King street West,"$1,800No Utilities Included","1475 King street West, Toronto, ON, M6K 1J4","March 10, 2024 1:01 PM",Apartment,2,1,,Not Included,Beautiful heritage 1 and 2-bedroom apartments.,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1475-king-street-west/1505787048
Golden Equity Properties at 185 Cosburn Avenue,"$1,800No Utilities Included","185 Cosburn Avenue, East York, ON, M4J 2L1","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"Fully renovated 1 bedroom, 1 bedroom plus Den and 2-bedroom apartments.",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-185-cosburn-avenue/1505787022
Golden Equity Properties at 2313 Islington Avenue,"$1,800No Utilities Included","2313 Islington Avenue, Etobicoke, ON, M9W 3X1","March 10, 2024 1:01 PM",Apartment,1,1,,Not Included,"1 bedroom starting at: $1,799.00 per month plus Hydro and water",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2313-islington-avenue/1509350822
"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3","$1,800No Utilities Included","2 Dorado Court, Toronto, ON, M3M 2E3","March 10, 2024 1:01 PM",Apartment,3,1,,Not Included,"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2-dorado-court-toronto-on-m3m-2e3/1621245230
